# sample_index	input	output
71523	323	323
71524	4	0
71525	351	351
71526	201	0
71527	35	0
71528	21	0
71529	118	0
71530	235	0
71531	26	0
71532	109	0
71533	52	0
71534	143	0
71535	456	456
71536	257	0
71537	309	0
71538	99	0
71539	40	0
71540	66	0
71541	57	0
71542	218	0
71543	563	563
71544	854	854
71545	58	0
71546	6	0
71547	56	0
71548	53	0
71549	8	0
71550	239	0
71551	345	345
71552	301	0
71553	80	0
71554	464	464
71555	749	749
71556	372	372
71557	85	0
71558	409	409
71559	883	883
71560	30	0
71561	181	0
71562	9	0
71563	18	0
71564	459	459
71565	291	0
71566	401	401
71567	85	0
71568	166	0
71569	66	0
71570	266	0
71571	262	0
71572	8	0
71573	135	0
71574	110	0
71575	70	0
71576	187	0
71577	195	0
71578	316	316
71579	291	0
71580	25	0
71581	50	0
71582	153	0
71583	479	479
71584	138	0
71585	42	0
71586	271	0
71587	4	0
71588	139	0
71589	342	342
71590	318	318
71591	59	0
71592	71	0
71593	47	0
71594	5	0
71595	166	0
71596	36	0
71597	343	343
71598	238	0
71599	84	0
71600	117	0
71601	638	638
71602	38	0
71603	189	0
71604	146	0
71605	639	639
71606	77	0
71607	45	0
71608	20	0
71609	151	0
71610	27	0
71611	69	0
71612	409	409
71613	158	0
71614	100	0
71615	188	0
71616	62	0
71617	69	0
71618	72	0
71619	15	0
71620	134	0
71621	149	0
71622	73	0
71623	9	0
71624	249	0
71625	109	0
71626	160	0
71627	34	0
71628	15	0
71629	276	0
71630	21	0
71631	139	0
71632	307	0
71633	328	328
71634	35	0
71635	230	0
71636	284	0
71637	232	0
71638	510	510
71639	313	313
71640	224	0
71641	18	0
71642	511	511
71643	741	741
71644	538	538
71645	171	0
71646	50	0
71647	603	603
71648	269	0
71649	61	0
71650	232	0
71651	18	0
71652	68	0
71653	68	0
71654	71	0
71655	1	0
71656	187	0
71657	185	0
71658	303	0
71659	184	0
71660	27	0
71661	369	369
71662	153	0
71663	50	0
71664	70	0
71665	75	0
71666	3	0
71667	180	0
71668	23	0
71669	95	0
71670	86	0
71671	28	0
71672	106	0
71673	574	574
71674	30	0
71675	16	0
71676	0	0
71677	163	0
71678	226	0
71679	367	367
71680	19	0
71681	571	571
71682	156	0
71683	90	0
71684	62	0
71685	175	0
71686	136	0
71687	16	0
71688	81	0
71689	231	0
71690	331	331
71691	386	386
71692	474	474
71693	68	0
71694	46	0
71695	33	0
71696	241	0
71697	152	0
71698	161	0
71699	89	0
71700	40	0
71701	205	0
71702	32	0
71703	59	0
71704	49	0
71705	36	0
71706	60	0
71707	154	0
71708	201	0
71709	64	0
71710	322	322
71711	400	400
71712	76	0
71713	219	0
71714	155	0
71715	268	0
71716	185	0
71717	32	0
71718	8	0
71719	68	0
71720	200	0
71721	210	0
71722	219	0
71723	58	0
71724	579	579
71725	95	0
71726	55	0
71727	275	0
71728	598	598
71729	72	0
71730	781	781
71731	193	0
71732	195	0
71733	6	0
71734	555	555
71735	88	0
71736	211	0
71737	267	0
71738	146	0
71739	52	0
71740	365	365
71741	82	0
71742	329	329
71743	81	0
71744	129	0
71745	220	0
71746	94	0
71747	210	0
71748	7	0
71749	150	0
71750	41	0
71751	763	763
71752	267	0
71753	56	0
71754	54	0
71755	172	0
71756	71	0
71757	144	0
71758	328	328
71759	58	0
71760	84	0
71761	104	0
71762	30	0
71763	46	0
71764	163	0
71765	527	527
71766	242	0
71767	210	0
71768	0	0
71769	291	0
71770	5	0
71771	290	0
71772	109	0
71773	39	0
71774	253	0
71775	5	0
71776	184	0
71777	658	658
71778	380	380
71779	420	420
71780	17	0
71781	154	0
71782	137	0
71783	62	0
71784	396	396
71785	148	0
71786	8	0
71787	740	740
71788	126	0
71789	49	0
71790	24	0
71791	320	320
71792	70	0
71793	2	0
71794	152	0
71795	130	0
71796	13	0
71797	13	0
71798	93	0
71799	81	0
71800	35	0
71801	89	0
71802	115	0
71803	258	0
71804	56	0
71805	73	0
71806	280	0
71807	51	0
71808	18	0
71809	135	0
71810	157	0
71811	84	0
71812	0	0
71813	426	426
71814	112	0
71815	229	0
71816	0	0
71817	62	0
71818	174	0
71819	151	0
71820	265	0
71821	99	0
71822	137	0
71823	223	0
71824	290	0
71825	142	0
71826	161	0
71827	49	0
71828	194	0
71829	358	358
71830	185	0
71831	70	0
71832	681	681
71833	85	0
71834	30	0
71835	132	0
71836	44	0
71837	45	0
71838	496	496
71839	116	0
71840	62	0
71841	287	0
71842	363	363
71843	0	0
71844	161	0
71845	111	0
71846	893	893
71847	408	408
71848	40	0
71849	36	0
71850	5	0
71851	60	0
71852	29	0
71853	146	0
71854	225	0
71855	159	0
71856	170	0
71857	10	0
71858	503	503
71859	20	0
71860	298	0
71861	406	406
71862	291	0
71863	25	0
71864	419	419
71865	290	0
71866	175	0
71867	206	0
71868	60	0
71869	0	0
71870	362	362
71871	169	0
71872	107	0
71873	21	0
71874	6	0
71875	1	0
71876	12	0
71877	319	0
71878	143	0
71879	167	0
71880	198	0
71881	310	0
71882	47	0
71883	7	0
71884	104	0
71885	400	400
71886	61	0
71887	384	384
71888	50	0
71889	305	0
71890	174	0
71891	249	0
71892	0	0
71893	245	0
71894	57	0
71895	11	0
71896	286	0
71897	162	0
71898	25	0
71899	182	0
71900	572	572
71901	145	0
71902	477	477
71903	93	0
71904	154	0
71905	43	0
71906	99	0
71907	53	0
71908	185	0
71909	21	0
71910	151	0
71911	159	0
71912	58	0
71913	40	0
71914	16	0
71915	139	0
71916	43	0
71917	237	0
71918	62	0
71919	387	387
71920	203	0
71921	14	0
71922	225	0
71923	35	0
71924	211	0
71925	154	0
71926	5	0
71927	298	0
71928	315	0
71929	335	335
71930	447	447
71931	379	379
71932	229	0
71933	286	0
71934	17	0
71935	25	0
71936	123	0
71937	44	0
71938	147	0
71939	306	0
71940	200	0
71941	31	0
71942	230	0
71943	96	0
71944	156	0
71945	178	0
71946	200	0
71947	50	0
71948	6	0
71949	150	0
71950	17	0
71951	76	0
71952	146	0
71953	49	0
71954	36	0
71955	16	0
71956	116	0
71957	171	0
71958	558	558
71959	108	0
71960	14	0
71961	389	389
71962	250	0
71963	39	0
71964	300	0
71965	370	370
71966	88	0
71967	418	418
71968	525	525
71969	182	0
71970	16	0
71971	20	0
71972	83	0
71973	14	0
71974	33	0
71975	372	372
71976	141	0
71977	251	0
71978	17	0
71979	8	0
71980	89	0
71981	22	0
71982	104	0
71983	6	0
71984	28	0
71985	95	0
71986	267	0
71987	469	469
71988	191	0
71989	38	0
71990	65	0
71991	311	311
71992	362	362
71993	308	0
71994	112	0
71995	801	801
71996	639	639
71997	447	447
71998	154	0
71999	208	0
72000	181	0
72001	185	0
72002	89	0
72003	67	0
72004	338	338
72005	131	0
72006	342	342
72007	15	0
72008	431	431
72009	261	0
72010	88	0
72011	28	0
72012	53	0
72013	58	0
72014	150	0
72015	29	0
72016	5	0
72017	232	0
72018	514	514
72019	189	0
72020	125	0
72021	117	0
72022	144	0
72023	35	0
72024	142	0
72025	268	0
72026	37	0
72027	100	0
72028	246	0
72029	222	0
72030	307	0
72031	177	0
72032	104	0
72033	135	0
72034	594	594
72035	13	0
72036	15	0
72037	189	0
72038	333	333
72039	118	0
72040	670	670
72041	57	0
72042	217	0
72043	10	0
72044	92	0
72045	142	0
72046	63	0
72047	35	0
72048	120	0
72049	29	0
72050	77	0
72051	389	389
72052	133	0
72053	182	0
72054	53	0
72055	205	0
72056	106	0
72057	918	918
72058	2	0
72059	176	0
72060	2	0
72061	47	0
72062	15	0
72063	124	0
72064	336	336
72065	22	0
72066	22	0
72067	29	0
72068	53	0
72069	334	334
72070	111	0
72071	2	0
72072	16	0
72073	680	680
72074	396	396
72075	106	0
72076	122	0
72077	66	0
72078	117	0
72079	59	0
72080	169	0
72081	83	0
72082	298	0
72083	129	0
72084	130	0
72085	178	0
72086	422	422
72087	204	0
72088	166	0
72089	37	0
72090	88	0
72091	120	0
72092	256	0
72093	383	383
72094	112	0
72095	834	834
72096	83	0
72097	8	0
72098	9	0
72099	17	0
72100	2	0
72101	517	517
72102	23	0
72103	119	0
72104	315	315
72105	11	0
72106	422	422
72107	46	0
72108	229	0
72109	149	0
72110	21	0
72111	40	0
72112	53	0
72113	79	0
72114	70	0
72115	369	369
72116	409	409
72117	506	506
72118	389	389
72119	0	0
72120	47	0
72121	27	0
72122	63	0
72123	176	0
72124	13	0
72125	270	0
72126	65	0
72127	285	0
72128	143	0
72129	47	0
72130	15	0
72131	677	677
72132	123	0
72133	163	0
72134	9	0
72135	14	0
72136	29	0
72137	4	0
72138	4	0
72139	138	0
72140	96	0
72141	6	0
72142	112	0
72143	25	0
72144	399	399
72145	241	0
72146	26	0
72147	189	0
72148	138	0
72149	257	0
72150	18	0
72151	108	0
72152	55	0
72153	181	0
72154	14	0
72155	103	0
72156	293	0
72157	460	460
72158	64	0
72159	71	0
72160	54	0
72161	43	0
72162	43	0
72163	16	0
72164	1	0
72165	68	0
72166	137	0
72167	137	0
72168	2	0
72169	63	0
72170	22	0
72171	90	0
72172	834	834
72173	335	335
72174	115	0
72175	51	0
72176	47	0
72177	27	0
72178	10	0
72179	391	391
72180	32	0
72181	25	0
72182	55	0
72183	68	0
72184	48	0
72185	78	0
72186	377	377
72187	108	0
72188	78	0
72189	63	0
72190	405	405
72191	20	0
72192	60	0
72193	29	0
72194	27	0
72195	106	0
72196	180	0
72197	45	0
72198	27	0
72199	420	420
72200	229	0
72201	471	471
72202	93	0
72203	369	369
72204	2	0
72205	89	0
72206	69	0
72207	119	0
72208	17	0
72209	236	0
72210	133	0
72211	11	0
72212	405	405
72213	1106	1106
72214	279	0
72215	596	596
72216	133	0
72217	392	392
72218	197	0
72219	454	454
72220	140	0
72221	601	601
72222	165	0
72223	12	0
72224	171	0
72225	313	313
72226	200	0
72227	77	0
72228	97	0
72229	371	371
72230	406	406
72231	351	351
72232	82	0
72233	35	0
72234	116	0
72235	287	0
72236	533	533
72237	2	0
72238	94	0
72239	318	318
72240	6	0
72241	9	0
72242	109	0
72243	241	0
72244	32	0
72245	183	0
72246	184	0
72247	46	0
72248	196	0
72249	427	427
72250	137	0
72251	47	0
72252	166	0
72253	220	0
72254	88	0
72255	148	0
72256	301	301
72257	132	0
72258	113	0
72259	83	0
72260	273	0
72261	45	0
72262	36	0
72263	416	416
72264	9	0
72265	748	748
72266	162	0
72267	226	0
72268	590	590
72269	131	0
72270	93	0
72271	100	0
72272	142	0
72273	73	0
72274	40	0
72275	32	0
72276	495	495
72277	119	0
72278	24	0
72279	511	511
72280	332	332
72281	157	0
72282	0	0
72283	96	0
72284	117	0
72285	204	0
72286	114	0
72287	53	0
72288	153	0
72289	548	548
72290	66	0
72291	45	0
72292	58	0
72293	44	0
72294	5	0
72295	88	0
72296	105	0
72297	348	348
72298	23	0
72299	334	334
72300	42	0
72301	78	0
72302	290	0
72303	138	0
72304	62	0
72305	92	0
72306	30	0
72307	128	0
72308	228	0
72309	73	0
72310	260	0
72311	32	0
72312	904	904
72313	13	0
72314	69	0
72315	184	0
72316	26	0
72317	501	501
72318	1	0
72319	254	0
72320	397	397
72321	18	0
72322	105	0
72323	166	0
72324	177	0
72325	56	0
72326	183	0
72327	1434	1434
72328	170	0
72329	56	0
72330	179	0
72331	275	0
72332	255	0
72333	153	0
72334	606	606
72335	251	0
72336	51	0
72337	24	0
72338	51	0
72339	323	323
72340	146	0
72341	502	502
72342	246	0
72343	26	0
72344	56	0
72345	472	472
72346	580	580
72347	139	0
72348	324	324
72349	99	0
72350	91	0
72351	393	393
72352	125	0
72353	87	0
72354	329	329
72355	557	557
72356	179	0
72357	214	0
72358	355	355
72359	353	353
72360	61	0
72361	75	0
72362	283	0
72363	160	0
72364	11	0
72365	422	422
72366	210	0
72367	37	0
72368	242	0
72369	154	0
72370	441	441
72371	184	0
72372	49	0
72373	271	0
72374	232	0
72375	233	0
72376	83	0
72377	155	0
72378	30	0
72379	468	468
72380	0	0
72381	322	322
72382	3	0
72383	327	327
72384	38	0
72385	306	306
72386	6	0
72387	239	0
72388	31	0
72389	72	0
72390	165	0
72391	355	355
72392	59	0
72393	210	0
72394	20	0
72395	304	304
72396	8	0
72397	525	525
72398	80	0
72399	240	0
72400	657	657
72401	479	479
72402	144	0
72403	98	0
72404	208	0
72405	301	301
72406	201	0
72407	52	0
72408	68	0
72409	454	454
72410	68	0
72411	44	0
72412	98	0
72413	386	386
72414	221	0
72415	9	0
72416	124	0
72417	43	0
72418	152	0
72419	5	0
72420	64	0
72421	140	0
72422	46	0
72423	1	0
72424	170	0
72425	146	0
72426	97	0
72427	500	500
72428	122	0
72429	33	0
72430	86	0
72431	67	0
72432	38	0
72433	162	0
72434	180	0
72435	47	0
72436	125	0
72437	410	410
72438	170	0
72439	115	0
72440	43	0
72441	27	0
72442	70	0
72443	132	0
72444	104	0
72445	84	0
72446	82	0
72447	219	0
72448	154	0
72449	589	589
72450	106	0
72451	139	0
72452	902	902
72453	48	0
72454	63	0
72455	2	0
72456	12	0
72457	64	0
72458	508	508
72459	89	0
72460	158	0
72461	226	0
72462	145	0
72463	294	0
72464	216	0
72465	81	0
72466	203	0
72467	341	341
72468	4	0
72469	270	0
72470	289	0
72471	329	329
72472	90	0
72473	39	0
72474	9	0
72475	21	0
72476	123	0
72477	2	0
72478	197	0
72479	229	0
72480	196	0
72481	87	0
72482	15	0
72483	180	0
72484	21	0
72485	10	0
72486	31	0
72487	82	0
72488	361	361
72489	651	651
72490	536	536
72491	20	0
72492	1	0
72493	271	0
72494	35	0
72495	39	0
72496	120	0
72497	743	743
72498	23	0
72499	0	0
72500	94	0
72501	440	440
72502	240	0
72503	153	0
72504	141	0
72505	122	0
72506	106	0
72507	30	0
72508	8	0
72509	164	0
72510	148	0
72511	29	0
72512	750	750
72513	156	0
72514	160	0
72515	158	0
72516	22	0
72517	68	0
72518	150	0
72519	9	0
72520	13	0
72521	27	0
72522	2	0
72523	258	0
72524	117	0
72525	401	401
72526	134	0
72527	88	0
72528	128	0
72529	142	0
72530	380	380
72531	609	609
72532	557	557
72533	3	0
72534	612	612
72535	71	0
72536	22	0
72537	308	308
72538	129	0
72539	554	554
72540	9	0
72541	82	0
72542	404	404
72543	36	0
72544	213	0
72545	496	496
72546	502	502
72547	86	0
72548	15	0
72549	121	0
72550	360	360
72551	150	0
72552	358	358
72553	772	772
72554	198	0
72555	209	0
72556	133	0
72557	134	0
72558	27	0
72559	314	314
72560	61	0
72561	117	0
72562	78	0
72563	23	0
72564	90	0
72565	61	0
72566	66	0
72567	5	0
72568	42	0
72569	152	0
72570	2	0
72571	178	0
72572	249	0
72573	596	596
72574	67	0
72575	17	0
72576	520	520
72577	369	369
72578	448	448
72579	99	0
72580	24	0
72581	67	0
72582	142	0
72583	77	0
72584	345	345
72585	425	425
72586	263	0
72587	7	0
72588	0	0
72589	220	0
72590	57	0
72591	153	0
72592	322	322
72593	30	0
72594	137	0
72595	375	375
72596	193	0
72597	30	0
72598	93	0
72599	286	0
72600	114	0
72601	158	0
72602	1	0
72603	83	0
72604	140	0
72605	44	0
72606	332	332
72607	193	0
72608	481	481
72609	24	0
72610	222	0
72611	134	0
72612	47	0
72613	294	0
72614	128	0
72615	106	0
72616	25	0
72617	122	0
72618	172	0
72619	3	0
72620	87	0
72621	652	652
72622	37	0
72623	881	881
72624	80	0
72625	276	0
72626	346	346
72627	260	0
72628	56	0
72629	127	0
72630	207	0
72631	88	0
72632	6	0
72633	65	0
72634	36	0
72635	555	555
72636	220	0
72637	238	0
72638	144	0
72639	29	0
72640	267	0
72641	187	0
72642	11	0
72643	134	0
72644	53	0
72645	114	0
72646	220	0
72647	318	318
72648	87	0
72649	80	0
72650	15	0
72651	114	0
72652	108	0
72653	30	0
72654	166	0
72655	242	0
72656	13	0
72657	75	0
72658	116	0
72659	70	0
72660	446	446
72661	360	360
72662	41	0
72663	49	0
72664	157	0
72665	117	0
72666	146	0
72667	323	323
72668	535	535
72669	57	0
72670	658	658
72671	109	0
72672	21	0
72673	20	0
72674	198	0
72675	81	0
72676	25	0
72677	2	0
72678	39	0
72679	208	0
72680	237	0
72681	39	0
72682	7	0
72683	247	0
72684	199	0
72685	191	0
72686	94	0
72687	77	0
72688	117	0
72689	107	0
72690	794	794
72691	295	0
72692	160	0
72693	79	0
72694	242	0
72695	103	0
72696	109	0
72697	257	0
72698	347	347
72699	23	0
72700	0	0
72701	144	0
72702	418	418
72703	2	0
72704	417	417
72705	209	0
72706	277	0
72707	126	0
72708	147	0
72709	36	0
72710	103	0
72711	507	507
72712	62	0
72713	116	0
72714	321	321
72715	66	0
72716	174	0
72717	83	0
72718	188	0
72719	1153	1153
72720	110	0
72721	262	0
72722	189	0
72723	21	0
72724	352	352
72725	220	0
72726	16	0
72727	4	0
72728	88	0
72729	204	0
72730	65	0
72731	119	0
72732	342	342
72733	42	0
72734	19	0
72735	295	0
72736	47	0
72737	224	0
72738	0	0
72739	107	0
72740	164	0
72741	183	0
72742	253	0
72743	253	0
72744	90	0
72745	307	307
72746	588	588
72747	469	469
72748	4	0
72749	72	0
72750	393	393
72751	50	0
72752	22	0
72753	13	0
72754	116	0
72755	26	0
72756	66	0
72757	64	0
72758	76	0
72759	166	0
72760	192	0
72761	188	0
72762	183	0
72763	106	0
72764	13	0
72765	104	0
72766	14	0
72767	59	0
72768	287	0
72769	45	0
72770	129	0
72771	242	0
72772	423	423
72773	2	0
72774	82	0
72775	98	0
72776	42	0
72777	102	0
72778	77	0
72779	31	0
72780	126	0
72781	1013	1013
72782	432	432
72783	226	0
72784	115	0
72785	65	0
72786	357	357
72787	279	0
72788	120	0
72789	8	0
72790	4	0
72791	129	0
72792	390	390
72793	283	0
72794	54	0
72795	32	0
72796	227	0
72797	84	0
72798	104	0
72799	289	0
72800	90	0
72801	108	0
72802	291	0
72803	35	0
72804	133	0
72805	248	0
72806	447	447
72807	125	0
72808	38	0
72809	93	0
72810	249	0
72811	273	0
72812	6	0
72813	462	462
72814	269	0
72815	182	0
72816	1	0
72817	172	0
72818	180	0
72819	94	0
72820	105	0
72821	26	0
72822	404	404
72823	139	0
72824	343	343
72825	136	0
72826	71	0
72827	489	489
72828	7	0
72829	13	0
72830	31	0
72831	46	0
72832	130	0
72833	368	368
72834	224	0
72835	6	0
72836	46	0
72837	100	0
72838	295	0
72839	340	340
72840	59	0
72841	213	0
72842	75	0
72843	545	545
72844	295	0
72845	28	0
72846	398	398
72847	145	0
72848	162	0
72849	687	687
72850	80	0
72851	15	0
72852	91	0
72853	119	0
72854	63	0
72855	93	0
72856	487	487
72857	136	0
72858	345	345
72859	33	0
72860	30	0
72861	50	0
72862	51	0
72863	124	0
72864	57	0
72865	175	0
72866	369	369
72867	99	0
72868	236	0
72869	158	0
72870	22	0
72871	277	0
72872	100	0
72873	49	0
72874	264	0
72875	1	0
72876	24	0
72877	207	0
72878	96	0
72879	651	651
72880	124	0
72881	37	0
72882	49	0
72883	60	0
72884	357	357
72885	56	0
72886	30	0
72887	7	0
72888	29	0
72889	60	0
72890	93	0
72891	89	0
72892	154	0
72893	49	0
72894	173	0
72895	76	0
72896	324	324
72897	392	392
72898	119	0
72899	220	0
72900	221	0
72901	178	0
72902	183	0
72903	145	0
72904	16	0
72905	624	624
72906	137	0
72907	246	0
72908	39	0
72909	318	318
72910	303	303
72911	228	0
72912	65	0
72913	50	0
72914	149	0
72915	257	0
72916	202	0
72917	99	0
72918	158	0
72919	76	0
72920	47	0
72921	66	0
72922	189	0
72923	248	0
72924	104	0
72925	77	0
72926	92	0
72927	383	383
72928	110	0
72929	178	0
72930	55	0
72931	166	0
72932	118	0
72933	347	347
72934	264	0
72935	164	0
72936	154	0
72937	272	0
72938	349	349
72939	160	0
72940	290	0
72941	72	0
72942	243	0
72943	128	0
72944	188	0
72945	195	0
72946	217	0
72947	323	323
72948	768	768
72949	99	0
72950	8	0
72951	45	0
72952	67	0
72953	138	0
72954	219	0
72955	321	321
72956	478	478
72957	72	0
72958	311	311
72959	30	0
72960	71	0
72961	47	0
72962	692	692
72963	135	0
72964	36	0
72965	166	0
72966	16	0
72967	415	415
72968	95	0
72969	159	0
72970	241	0
72971	357	357
72972	173	0
72973	228	0
72974	245	0
72975	8	0
72976	685	685
72977	116	0
72978	283	0
72979	33	0
72980	108	0
72981	467	467
72982	286	0
72983	12	0
72984	90	0
72985	15	0
72986	462	462
72987	127	0
72988	74	0
72989	139	0
72990	158	0
72991	53	0
72992	224	0
72993	9	0
72994	33	0
72995	335	335
72996	95	0
72997	31	0
72998	63	0
72999	22	0
73000	145	0
73001	61	0
73002	442	442
73003	0	0
73004	234	0
73005	135	0
73006	167	0
73007	257	0
73008	152	0
73009	15	0
73010	363	363
73011	71	0
73012	11	0
73013	316	0
73014	72	0
73015	150	0
73016	357	357
73017	202	0
73018	164	0
73019	373	373
73020	315	0
73021	106	0
73022	17	0
73023	217	0
73024	270	0
73025	300	0
73026	191	0
73027	55	0
73028	178	0
73029	18	0
73030	18	0
73031	1107	1107
73032	44	0
73033	0	0
73034	179	0
73035	213	0
73036	605	605
73037	146	0
73038	106	0
73039	104	0
73040	319	0
73041	8	0
73042	151	0
73043	107	0
73044	35	0
73045	95	0
73046	53	0
73047	107	0
73048	163	0
73049	153	0
73050	277	0
73051	125	0
73052	46	0
73053	292	0
73054	394	394
73055	47	0
73056	160	0
73057	283	0
73058	133	0
73059	37	0
73060	89	0
73061	48	0
73062	129	0
73063	95	0
73064	115	0
73065	138	0
73066	348	348
73067	203	0
73068	257	0
73069	504	504
73070	23	0
73071	98	0
73072	215	0
73073	38	0
73074	155	0
73075	81	0
73076	150	0
73077	134	0
73078	44	0
73079	187	0
73080	163	0
73081	181	0
73082	264	0
73083	237	0
73084	753	753
73085	644	644
73086	211	0
73087	61	0
73088	133	0
73089	169	0
73090	301	0
73091	60	0
73092	60	0
73093	107	0
73094	35	0
73095	661	661
73096	4	0
73097	446	446
73098	296	0
73099	35	0
73100	76	0
73101	387	387
73102	27	0
73103	165	0
73104	22	0
73105	246	0
73106	19	0
73107	113	0
73108	0	0
73109	40	0
73110	43	0
73111	105	0
73112	355	355
73113	0	0
73114	108	0
73115	286	0
73116	303	0
73117	158	0
73118	71	0
73119	308	0
73120	39	0
73121	46	0
73122	128	0
73123	147	0
73124	14	0
73125	11	0
73126	179	0
73127	87	0
73128	38	0
73129	225	0
73130	162	0
73131	379	379
73132	246	0
73133	11	0
73134	3	0
73135	125	0
73136	61	0
73137	98	0
73138	33	0
73139	88	0
73140	202	0
73141	30	0
73142	600	600
73143	186	0
73144	421	421
73145	303	0
73146	256	0
73147	154	0
73148	73	0
73149	91	0
73150	425	425
73151	137	0
73152	420	420
73153	289	0
73154	17	0
73155	334	334
73156	403	403
73157	146	0
73158	298	0
73159	412	412
73160	130	0
73161	93	0
73162	240	0
73163	138	0
73164	17	0
73165	52	0
73166	96	0
73167	520	520
73168	87	0
73169	73	0
73170	59	0
73171	143	0
73172	162	0
73173	161	0
73174	230	0
73175	205	0
73176	105	0
73177	102	0
73178	456	456
73179	3	0
73180	333	333
73181	414	414
73182	165	0
73183	295	0
73184	44	0
73185	116	0
73186	507	507
73187	61	0
73188	121	0
73189	387	387
73190	103	0
73191	15	0
73192	31	0
73193	224	0
73194	35	0
73195	156	0
73196	381	381
73197	399	399
73198	271	0
73199	141	0
73200	346	346
73201	68	0
73202	57	0
73203	172	0
73204	81	0
73205	735	735
73206	8	0
73207	502	502
73208	206	0
73209	585	585
73210	92	0
73211	29	0
73212	282	0
73213	457	457
73214	164	0
73215	49	0
73216	636	636
73217	117	0
73218	11	0
73219	46	0
73220	130	0
73221	208	0
73222	197	0
73223	53	0
73224	21	0
73225	349	349
73226	19	0
73227	206	0
73228	103	0
73229	70	0
73230	53	0
73231	66	0
73232	648	648
73233	157	0
73234	782	782
73235	28	0
73236	184	0
73237	401	401
73238	142	0
73239	113	0
73240	74	0
73241	90	0
73242	20	0
73243	181	0
73244	212	0
73245	22	0
73246	29	0
73247	82	0
73248	56	0
73249	28	0
73250	40	0
73251	300	0
73252	124	0
73253	17	0
73254	35	0
73255	520	520
73256	139	0
73257	77	0
73258	8	0
73259	181	0
73260	516	516
73261	125	0
73262	7	0
73263	267	0
73264	60	0
73265	15	0
73266	40	0
73267	173	0
73268	9	0
73269	110	0
73270	358	358
73271	28	0
73272	109	0
73273	0	0
73274	48	0
73275	125	0
73276	241	0
73277	271	0
73278	327	0
73279	91	0
73280	51	0
73281	54	0
73282	64	0
73283	35	0
73284	266	0
73285	35	0
73286	51	0
73287	277	0
73288	133	0
73289	109	0
73290	73	0
73291	282	0
73292	49	0
73293	108	0
73294	609	609
73295	843	843
73296	19	0
73297	22	0
73298	108	0
73299	68	0
73300	323	0
73301	592	592
73302	100	0
73303	52	0
73304	100	0
73305	18	0
73306	63	0
73307	189	0
73308	412	412
73309	300	0
73310	96	0
73311	45	0
73312	225	0
73313	141	0
73314	355	355
73315	228	0
73316	221	0
73317	181	0
73318	63	0
73319	312	0
73320	371	371
73321	343	343
73322	302	0
73323	10	0
73324	2	0
73325	138	0
73326	441	441
73327	191	0
73328	869	869
73329	106	0
73330	541	541
73331	502	502
73332	113	0
73333	69	0
73334	33	0
73335	95	0
73336	13	0
73337	300	0
73338	23	0
73339	18	0
73340	14	0
73341	170	0
73342	44	0
73343	158	0
73344	10	0
73345	282	0
73346	340	340
73347	1	0
73348	269	0
73349	587	587
73350	24	0
73351	56	0
73352	507	507
73353	18	0
73354	165	0
73355	110	0
73356	147	0
73357	31	0
73358	1	0
73359	116	0
73360	99	0
73361	366	366
73362	37	0
73363	95	0
73364	28	0
73365	301	0
73366	98	0
73367	264	0
73368	73	0
73369	202	0
73370	70	0
73371	40	0
73372	344	344
73373	207	0
73374	14	0
73375	139	0
73376	518	518
73377	88	0
73378	165	0
73379	192	0
73380	245	0
73381	382	382
73382	97	0
73383	268	0
73384	600	600
73385	570	570
73386	87	0
73387	34	0
73388	347	347
73389	238	0
73390	407	407
73391	96	0
73392	215	0
73393	397	397
73394	1	0
73395	98	0
73396	56	0
73397	350	350
73398	28	0
73399	125	0
73400	37	0
73401	125	0
73402	28	0
73403	322	0
73404	411	411
73405	33	0
73406	55	0
73407	609	609
73408	180	0
73409	24	0
73410	133	0
73411	266	0
73412	2	0
73413	578	578
73414	54	0
73415	90	0
73416	92	0
73417	113	0
73418	63	0
73419	65	0
73420	26	0
73421	27	0
73422	159	0
73423	13	0
73424	88	0
73425	265	0
73426	77	0
73427	186	0
73428	26	0
73429	156	0
73430	108	0
73431	277	0
73432	133	0
73433	766	766
73434	415	415
73435	41	0
73436	51	0
73437	95	0
73438	93	0
73439	140	0
73440	186	0
73441	262	0
73442	6	0
73443	464	464
73444	79	0
73445	81	0
73446	59	0
73447	495	495
73448	72	0
73449	154	0
73450	316	0
73451	245	0
73452	440	440
73453	395	395
73454	66	0
73455	482	482
73456	401	401
73457	129	0
73458	323	0
73459	11	0
73460	420	420
73461	10	0
73462	324	0
73463	134	0
73464	520	520
73465	86	0
73466	1075	1075
73467	21	0
73468	86	0
73469	416	416
73470	212	0
73471	524	524
73472	43	0
73473	28	0
73474	17	0
73475	73	0
73476	575	575
73477	128	0
73478	352	352
73479	352	352
73480	35	0
73481	222	0
73482	198	0
73483	910	910
73484	52	0
73485	80	0
73486	401	401
73487	170	0
73488	320	0
73489	537	537
73490	204	0
73491	12	0
73492	92	0
73493	262	0
73494	234	0
73495	93	0
73496	82	0
73497	202	0
73498	275	0
73499	227	0
73500	560	560
73501	44	0
73502	202	0
73503	539	539
73504	445	445
73505	104	0
73506	415	415
73507	2	0
73508	307	0
73509	2	0
73510	269	0
73511	323	0
73512	288	0
73513	331	0
73514	149	0
73515	62	0
73516	45	0
73517	727	727
73518	168	0
